url,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,isKnown,answer
https://www.facebook.com/philippe.turcotte1,43,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0232558139534884,0.0,0,0,0,0,0,3,0,0,0,0,0,4,6,3,3,8,9,8,9,7.0,5.5,8.5,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/russel.hamilton,40,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,3,6,8,8,8,6.25,5.5,7.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/people/Catherine-Archer/1559547281,59,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.169491525423729,0.0,0,0,0,0,0,2,1,0,0,1,0,6,5,3,3,6,10,8,10,7.0,5.5,7.75,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/john.m.whitcomb,40,16,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0,0,1,0,0,3,0,0,0,1,0,5,4,1,3,1,8,8,8,4.8,5.5,4.33333333333333,0,1,0,0,0,0,82,0.365853658536585,0.634146341463415,0.0,7,0.0,0.0,0.0,0.0,0,1,4.54545454545455,0,0.0,100.0,0,0,0,71.4285714285714,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/maryseouellet.83,41,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0487804878048781,0.0,0,0,0,0,0,3,0,0,0,1,0,4,5,2,3,2,13,8,13,6.5,5.5,7.5,0,1,0,0,0,0,82,0.365853658536585,0.634146341463415,0.0,7,0.0,0.0,0.0,0.0,0,1,4.54545454545455,0,0.0,100.0,0,0,0,71.4285714285714,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/KCURKansasCity,39,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,14,14,8,14,8.33333333333333,5.5,14.0,0,1,0,0,0,0,167,0.269461077844311,0.730538922155689,0.0,21,0.0,0.0,0.0,0.0,0,1,8.0,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/pages/Billie-Joe-Armstrong/21810736024,63,16,1,2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.174603174603175,0.0,0,0,0,0,0,2,0,0,0,0,0,7,5,3,3,3,11,8,11,6.42857142857143,5.5,6.8,0,1,0,0,0,0,84,0.333333333333333,0.666666666666667,0.0,8,0.0,0.0,0.0,0.0,0,1,4.16666666666667,0,0.0,0.0,0,0,0,60.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/pages/Political-divisions-of-Mexico/112668912084101,76,16,1,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.197368421052632,0.0,0,0,0,0,0,2,0,0,0,1,0,8,6,2,3,2,15,8,15,7.125,5.5,7.66666666666667,0,1,0,0,0,0,88,0.0795454545454545,0.920454545454545,0.0,9,0.0,0.0,0.0,0.0,0,1,5.26315789473684,0,0.0,0.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/people/Gordon-Korman/542156028,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.163636363636364,0.0,0,0,0,0,0,2,1,0,0,1,0,6,4,3,3,6,9,8,9,6.33333333333333,5.5,6.75,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/pages/CBMF-FM/106596822709907,54,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.277777777777778,0.0,0,0,0,0,0,2,1,0,0,1,0,6,6,2,3,2,15,8,15,6.16666666666667,5.5,6.5,0,1,0,0,0,0,125,0.04,0.96,0.0,12,0.0,0.0,0.0,0.0,0,1,1.85185185185185,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/pages/the-Plasmarifle/6730724417?v=info,64,16,1,2,1,0,1,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.15625,0.0,0,0,0,0,0,2,1,0,0,1,0,8,5,1,3,1,11,8,11,5.625,5.5,5.66666666666667,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/himaen,31,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,6,8,8,6,5.66666666666667,5.5,6.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/pages/WMBS/112421282106994,51,16,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.294117647058824,0.0,0,0,0,0,0,2,0,0,0,0,0,5,6,3,3,4,15,8,15,7.0,5.5,8.0,0,1,0,0,0,0,78,0.0897435897435897,0.91025641025641,0.0,9,0.0,0.0,0.0,0.0,0,1,6.06060606060606,0,0.0,0.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,1,-1,1,1
https://www.facebook.com/people/Caroline-Ouellette/508085920,60,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.15,0.0,0,0,0,0,0,2,1,0,0,1,0,6,6,3,3,6,9,8,9,7.16666666666667,5.5,8.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Serge-Bonnet/1202864917,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.181818181818182,0.0,0,0,0,0,0,2,1,0,0,1,0,6,5,3,3,5,10,8,10,6.33333333333333,5.5,6.75,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/lloyd.church,37,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,3,5,8,8,6,5.5,5.5,5.5,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/OpalCarew,34,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,9,9,8,9,6.66666666666667,5.5,9.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/pages/Biutiful/106138879424649,55,16,1,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.272727272727273,0.0,0,0,0,0,0,2,0,0,0,0,0,5,5,3,3,5,15,8,15,7.8,5.5,9.33333333333333,0,1,0,0,0,0,111,0.036036036036036,0.963963963963964,0.0,10,0.0,0.0,0.0,0.0,0,1,2.04081632653061,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/pages/The-Thomas-G-Labrecque-Foundation/101723758260,77,16,1,2,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.155844155844156,0.0,0,0,0,0,0,2,0,0,0,0,0,9,4,1,3,1,12,8,12,6.33333333333333,5.5,6.57142857142857,0,1,0,0,0,0,127,0.307086614173228,0.692913385826772,0.0,18,0.0,0.0,0.0,0.0,0,1,9.09090909090909,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/pages/Fat-Tone/112804478732565,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.272727272727273,0.0,0,0,0,0,0,2,1,0,0,0,0,6,6,3,3,3,15,8,15,6.33333333333333,5.5,6.75,0,1,0,0,0,0,108,0.037037037037037,0.962962962962963,0.0,11,0.0,0.0,0.0,0.0,0,1,2.12765957446809,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/craig.clouston1,40,16,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.025,0.0,0,0,0,0,0,3,0,0,0,0,0,4,4,3,3,5,9,8,9,6.25,5.5,7.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Suzanne-Perron/715574931,56,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.160714285714286,0.0,0,0,0,0,0,2,1,0,0,0,0,6,7,3,3,6,9,8,9,6.5,5.5,7.0,0,1,0,0,0,0,84,0.333333333333333,0.666666666666667,0.0,8,0.0,0.0,0.0,0.0,0,1,4.16666666666667,0,0.0,0.0,0,0,0,60.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Matt-Huffman/224900195,54,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.166666666666667,0.0,0,0,0,0,0,2,1,0,0,1,0,6,8,3,3,4,9,8,9,6.16666666666667,5.5,6.5,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Pierre-Tremblay/787194546,57,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.157894736842105,0.0,0,0,0,0,0,2,1,0,0,1,0,6,5,3,3,6,9,8,9,6.66666666666667,5.5,7.25,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/pages/Melissa-Auf-der-Maur/107993902562010,67,16,1,2,3,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.223880597014925,0.0,0,0,0,0,0,2,0,0,0,0,0,8,6,3,3,3,15,8,15,6.0,5.5,6.16666666666667,0,1,0,0,0,0,115,0.0347826086956522,0.965217391304348,0.0,11,0.0,0.0,0.0,0.0,0,1,2.0,0,0.0,100.0,0,0,0,100.0,0,0,0,0,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/albanybid,34,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,4,3,3,9,9,8,9,6.66666666666667,5.5,9.0,0,1,0,0,0,0,165,0.266666666666667,0.733333333333333,0.0,21,0.0,0.0,0.0,0.0,0,1,8.0,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/pages/Lust-Caution/40845596504,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.2,0.0,0,0,0,0,0,2,1,0,0,0,0,6,5,3,3,4,11,8,11,6.33333333333333,5.5,6.75,0,1,0,0,0,0,84,0.333333333333333,0.666666666666667,0.0,8,0.0,0.0,0.0,0.0,0,1,4.16666666666667,0,0.0,0.0,0,0,0,60.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Anita-Pointer/1492651934,56,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.178571428571429,0.0,0,0,0,0,0,2,1,0,0,1,0,6,4,3,3,5,10,8,10,6.5,5.5,7.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/bejeweledblitz?sk=wall,47,16,0,2,0,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,1,0,5,5,2,3,2,14,8,14,6.2,5.5,6.66666666666667,0,1,0,0,0,0,168,0.321428571428571,0.678571428571429,0.0,23,0.0,0.0,0.0,0.0,0,1,13.7931034482759,0,0.0,100.0,0,0,0,100.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Jun-Matsumoto/553652353,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.163636363636364,0.0,0,0,0,0,0,2,1,0,0,1,0,6,5,3,3,3,9,8,9,6.33333333333333,5.5,6.75,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/matcarette,35,16,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,3,5,3,3,10,10,8,10,7.0,5.5,10.0,0,1,0,0,0,0,43,0.232558139534884,0.767441860465116,0.0,1,0.0,0.0,0.0,0.0,0,1,20.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,1,-1,-1,0,0,-1,-1,1,1
https://www.facebook.com/people/Andrew-Moran/1613771184,55,16,1,2,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0.181818181818182,0.0,0,0,0,0,0,2,1,0,0,0,0,6,6,3,3,5,10,8,10,6.33333333333333,5.5,6.75,0,1,0,0,0,0,84,0.333333333333333,0.666666666666667,0.0,8,0.0,0.0,0.0,0.0,0,1,4.16666666666667,0,0.0,0.0,0,0,0,60.0,0,0,0,0,1,1,-1,-1,0,0,-1,-1,1,1
